AccountingFirm,Address,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Chairman,CompanyAbbreviation,CompanyName,Date,DateOfIncorporation,DateOfListing,DeputySpokesperson,EmailAddress,Fax,GeneralManager,IssueShares,Paidin.Capital.NTDollars,ParValueOfCommonStock,PreferredStock.shares,PreparationOfFinancialReportType,PrivateStock.shares,Registration,SecuritiesCompanyCode,SecuritiesIndustryCode,Spokesman,StockTransferAgent,StockTransferAgentAddress,StockTransferAgentTelephone,Symbol,Telephone,TitleOfSpokesman,UnifiedBusinessNo.,WebAddress
安侯建業聯合會計師事務所,"6 F., No. 38, Fuxing Rd., Taitung CityTaitung County , Taiwan (R.O.C.)",陳永祥,許振隆,劉清郎,富野,富野大飯店股份有限公司,1150904,20080711,20160106,黃慶安,pr@hoyaresort.com.tw,089-350125,史墨威,79972230,799722300,新台幣                 10.0000元,0,1,20000000,－ ,2736,16,劉怡君,台新綜合證券(股)公司股務代理部,台北市中山區建國北路1段96號地下1樓,(02)2504-8125,HOYA,089-350678,董事長特助,29129201,http://www.hoyaresort.com.tw
安侯建業聯合會計師事務所,"No. 159, Gongyuan Rd., Linkou Dist.,New Taipei City 244, Taiwan (R.O.C.)",黃欣婷,池世欽,陳銘鴻,華軒,華軒地產股份有限公司,1150904,20070213,20151224,余承憲,pr@mr-onion.com,(02)2313-1261,陳朝泉,16762016,167620160,新台幣                 10.0000元,0,1,11948763,－ ,2740,16,陳朝泉,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,(02)2703-5000,Hua Hsuan,(02)2313-1260,總經理,28581041,http://www.mr-onion.com
正風聯合會計師事務所,"4F., No.85, Sec. 2, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",曾國富,賴家裕,陳國森,山富,山富國際旅行社股份有限公司,1150904,19880525,20200309,陳宣融,rit@richmond.com.tw,02-2536-1332,陳宣融,46815210,468152100,新台幣                 10.0000元,0,1,0,－ ,2743,16,李慶良,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路一段6號6樓,02-2371-1658,richmond,02-25612999,企業部副總經理,22888987,https://www.travel4u.com.tw/
勤業眾信聯合會計師事務所,"2,3F,No.28 Bo'ai 1st Rd., Sanmin Dist., Kaohsiung City 80757,TaiwanKaohsiung City ,Taiwan",張慈媛,王騰葦,許順富,五福,五福旅行社股份有限公司,1150904,19880822,20180416,陳沛&#20227;,ir@lifetour.com.tw,07-3230248,王哲彥,33808526,338085260,新台幣                 10.0000元,0,1,0,－ ,2745,16,李家誠,台新證券股務代理部,台北市建國北路一段96號地下一樓,(02)2504-8125,LIFE TRAVEL,07-3231166,總經理室副總,22835878,www.lifetour.com.tw
勤業眾信聯合會計師事務所,"4F.-2, No. 51, Sec. 2, Keelung Rd., Xinyi Dist.,Taipei City 10052, Taiwan",劉怡青,張正修,王耀輝,王座,王座國際餐飲股份有限公司,1150904,20151214,20240910,林郁婷,kingzamail@kingza.com.tw,02-23773089,林子恒,19811250,198112500,新台幣                 10.0000元,0,1,0,－ ,2751,16,林子恒,永豐金證券股務代理部,台北市博愛路17號3樓,(02)2381-6288,Kingza,02-23773088,總經理,42756204,www.kingza.com.tw
勤業眾信聯合會計師事務所,"4F., No.42, Sec. 2, Minquan E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",莊碧玉,尤志峰,吳柏勳,豆府,豆府股份有限公司,1150904,20080123,20190925,王淑儀,@dubuhouse.com.tw,(02)2581-3918,吳孟哲,26693861,266938610,新台幣                 10.0000元,0,1,0,－ ,2752,16,蘇凡鈞,福邦證券股份有限公司,台北市忠孝西路一段6號6樓,(02)2371-1658,TOFU,(02)2581-3818,財務長,28841757,https://www.tofuglobal.com/tw/home.html
勤業眾信聯合會計師事務所,"6F.&6F-1, No. 32, Sec. 3, Zhongshan N. Rd.Taipei City 104, Taiwan (R.O.C.)",薛峻泯,姚勝雄,藪內薰,亞洲藏壽司,亞洲藏壽司股份有限公司,1150904,20140121,20200917,鄭宇迪,ir@kurasushi.tw,(02)2598-3077,藪內薰,46907000,469070000,新台幣                 10.0000元,0,1,0,－ ,2754,16,野島茂,中國信託商業銀行 代理部,台北市重慶南路一段83號5樓,(02)6636-5566,KURA SUSHI ASIA,(02)8978-8558,財務長,54669129,http://investor.kurasushi.tw/
勤業眾信聯合會計師事務所,"NO. 16, Hejiang RdZhongli Dist., Taoyuan City 320, Taiwan",陳彥君,張青霞,卓靖倫,揚秦,揚秦國際企業股份有限公司,1150904,20150821,20201216,黃序魁,IR@youngqin.com.tw,034627781,林麗玲,46792491,467924910,新台幣                 10.0000元,0,1,0,－ ,2755,16,蔡國憲,台新綜合證券(股)公司股務代理部,台北市中山區建國北路一段96號B1,0225048125,YoungQin,033412298,總經理室專案處長,42591908,http://www.youngqin.com.tw
勤業眾信聯合會計師事務所,"18F-7, No. 95, Sec. 1, Xintai 5th Rd.Xizhi Dist., New Taipei City, Taiwan",池瑞全,郭乃華,鄭凱隆,聯發國際,聯發國際餐飲事業股份有限公司,1150904,20040226,20220114,李雅筑,irr@1992sharetea.com,(02)2783-2669,陳聖中,24597584,245975840,新台幣                 10.0000元,0,1,0,－ ,2756,16,陳聖中,凱基證券股份有限公司股務代理部,台北市重慶南路一段2號5樓,(02)2389-2999,LIAN FA,(02)2654-8585,代理總經理,80676602,http://www.1992lianfa.com/
安侯建業聯合會計師事務所,"NO.18, WU-CHUAN 6 RD., WU-GU DIST,NEW TAIPEI CITY, TAIWAN, R.O.C.",陳宜君,許淑敏,李俊良,滿心,滿心企業股份有限公司,1150904,19840616,20050310,陳永昌,munsin@ms7.hinet.net,02-22997765,後藤憲二,64626878,646268780,新台幣                 10.0000元,0,2,0,－ ,2916,38,郭建隆,福邦證券(股)公司,台北市中正區忠孝西路一段6號6樓,02-2371-1658,MUNSIN　,02-22997755,副總經理,12498877,www.munsin.com.tw
安侯建業聯合會計師事務所,"10F., No. 46, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City104,TaiwanTaipei",池世欽,潘俊名,黃愛玲,宏太-KY,開曼群島宏太股份有限公司,1150904,20090206,20111202,傅廷暐,im@ggalactica.com,(02)2719-9279,張芷婷,52035934,520359340,新台幣                 10.0000元,0,1,19230760,KY 開曼群島                                                    ,2924,38,曾毓文,台新證券股務代理部,台北市中山區建國北路一段96號地下一樓,(02)25048125,Grand Galactica,(02)2547-5805,副總經理,26335810,http://www.ggalactica.com
資誠聯合會計師事務所,"B1,No. 204 , Songde RdTaipei 110027, Taiwan",楊蕙慈,張淑瓊,吳旻潔,誠品生活,誠品生活股份有限公司,1150904,20050926,20130130,鄭書欣,ir@eslite.com,(02)6638-5268,吳旻潔,47389650,473896500,新台幣                 10.0000元,0,1,0,－ ,2926,32,吳立傑,元大證券(股)公司股務代理部,臺北市大安區敦化南路2段67號地下一樓,02-2586-5859,Eslite Spectrum,(02)6638-5168,財務長,27952966,http://www.eslitespectrum.com.tw
資誠聯合會計師事務所,"1F., No.265, Zhong zheng  1st Rd., Lingya Dist.,Kaohsiung City 80283, Taiwan",吳建志,廖阿甚,盧乾三,集雅社,集雅社股份有限公司,1150904,19941026,20170608,沈稚鎧,andy-ho@gseven.com.tw,07-7273983,謝舒閔,43541975,435419750,新台幣                 10.0000元,0,1,0,－ ,2937,38,何政鋒,第一金證券股份有限公司,台北市大安區安和路一段 27 號6 樓,02-2563-5711,Gseven,07-7273128,副總經理,89266170,www.gseven.com.tw
資誠聯合會計師事務所,"Rm. 1, 22F., No.236, Shizheng N. 2nd Rd., Xitun Dist.Taichung City 407, Taiwan (R.O.C.)",吳仁杰,胡智華,林瑞豪,米斯特,米斯特國際企業股份有限公司,1150904,20101012,20240320,趙廣安,leslie@life8.com.tw,0422592576,林瑞達,15390000,153900000,新台幣                 10.0000元,0,2,0,－ ,2941,38,林瑞達,群益金鼎證券(股)公司股務代理部,台北市大安區敦化南路二段97號B2,0227035000,MISTER,0422549396,總經理,53167020,www.life8.com.tw
資誠聯合會計師事務所,"No. 27, Sec. 2, Huanzhong Rd., Xitun Dist.,Taichung City 407, Taiwan (R.O.C.)",賴志維,吳松源,曾善,振宇五金,振宇五金股份有限公司,1150904,20080514,20211006,江志豪,ir@ald.com.tw,04-24264510,洪國展,23642366,236423660,新台幣                 10.0000元,0,1,0,－ ,2947,38,洪珮芳,元大證券股份有限公司股務代理部,臺北市大安區敦化南路2段67號地下一樓,02-25865859,Zhen Yu,04-24261580,副總經理,29092696,www.ald.com.tw
安永聯合會計師事務所,"16F,No.508, Sec.5,Zhongxiao E.Rd.,Xinyi Dist.,Taipei City 11083, Taiwan (R.O.C)",林政緯,陳國帥,黃楷倫,寶陞,寶陞國際股份有限公司,1150904,20161003,20231212,鄭弘寬,service@bausen.com,02-27261610,黃楷倫,31000000,310000000,新台幣                 10.0000元,0,1,0,－ ,2948,38,黃楷倫,兆豐證券股份有限公司股務代理部,台北市中正區忠孝東路二段95號1樓,02-33930898,Bausen,02-27261668,董事長兼總經理,52330474,https://www.bausen.com/
安永聯合會計師事務所,"6F., No. 45, Dongxing Rd., Xinyi Dist.,Taipei City 110403, Taiwan (R.O.C.)",張巧穎,呂倩雯,陳德仁,欣新網,欣新網股份有限公司,1150904,20130905,20231215,黃懷恩,hhg_sa@hhgalaxy.com.tw,(02)8768-3832,黃懷恩,30641100,306411000,新台幣                 10.0000元,0,1,0,－ ,2949,36,游偉民,台新綜合證券股份有限公司,台北市中山區建國北路一段96號B1,(02)2504-8125,HHG,(02)8768-3830,財務長,54357012,https://www.hhgalaxy.com.tw/
安永聯合會計師事務所,"22 F.-6, No. 282, Shizheng N. 2nd Rd., Xitun Dist.,Taichung City, Taiwan (R.O.C.)",楊弘斌,徐榮煌,林國泰,泰偉,泰偉電子股份有限公司,1150904,20000802,20040609,李發珍,astro3064@astrocorp.com.tw,(02)85110556,林佑翔,13011451,130114510,新台幣                 10.0000元,0,1,6134423,－ ,3064,32,林佑翔,台新綜合證券(股)公司股務代理部,台北市中山區建國北路1段96號地下1樓,02-25048125,Astro Corp.　　,(02)85110555,總經理,70613972,www.astrocorp.com.tw
勤業眾信聯合會計師事務所,"27F, No.97, Sec.1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22175, TaiwanNew Taipei City, TAIWAN, R. O. C.",黃毅民,張至誼,李明順,李洲,李洲科技股份有限公司,1150904,19740524,20041202,邱秀香,candy.chiu@oasistek.com,(02)26973658,李明順(代行),83070612,830706120,新台幣                 10.0000元,0,1,5500000,－ ,3066,26,張惠怡,群益證券股份有限公司,台北市大安區敦化南路二段97號B2,02-27023999,TAIWAN OASIS　,(02)27066258,副總經理,04541794,http://www.oasistek.com
勤業眾信聯合會計師事務所,"3 F., No. 96, Xingde Rd., Sanchong Dist.,New Taipei City, Taiwan",李冠豪,馬峻偉,姚天齊,全域,全域股份有限公司,1150904,19731122,20031021,高維宏,ir@twphonic.com,(02)2659-2359,鄒景文,20000000,200000000,新台幣                 10.0000元,0,1,0,－ ,3067,38,高維宏,元大証券股份有限公司,106台北市大安區敦化南路二段67號地下一樓,(02)2586-5859,PNC,(02)2659-2166,協理,04934334,www.twphonic.com
安永聯合會計師事務所,"NO. 6 EAST SECTION INDUSTRY 6 RD.　　PINGTUNG CITY, TAIWAN. R. O. C　　",李芳文,姚世傑,黃瑞益,協禧,協禧電機股份有限公司,1150904,19780719,20041230,王淑貞,tsai@adda.com.tw,(07)2692011,黃瑞益,110000000,1100000000,新台幣                 10.0000元,0,1,0,－ ,3071,25,蔡政宏,中國信託商業銀行代理部,台北市中正區重慶南路一段八十三號五樓,02-66365566,ADDA　,(07)2695166,董事長室特助,90724033,http://www.adda.com.tw
安侯建業聯合會計師事務所,"3F., No. 99, Jilin Rd.,Zhongshan Dist., Taipei City 104, Taiwan",張淑瑩,潘俊名,甘正智,天方能源,天方能源科技股份有限公司,1150904,19911022,20071008,黃小玲,info@tpenergy.com.tw,02-2502-3669,甘正智,39511028,395110280,新台幣                 10.0000元,0,1,0,－ ,3073,35,徐韋吉,兆豐證券股份有限公司股務代理部,台北市忠孝東路二段95號1樓,02-33930898,Teamphon,02-2502-2285,協理,86298705,https://www.tpenergy.com.tw
勤業眾信聯合會計師事務所,"13F., No.208, Xingfu Rd., Taoyuan Dist.,Taoyuan City 330, Taiwan (R.O.C.)",周仕杰,龔則立,潘君威,僑威,僑威科技股份有限公司,1150904,19931005,20050131,陳欣茹,monica@mail.cwt.com.tw,03-2220267,楊琇華,227391064,2273910640,新台幣                 10.0000元,0,1,0,－ ,3078,28,楊丹純,富邦綜合證券(股)公司股務代理部,台北市中正區許昌街17號11樓,02-2361-1300,CWT　　,03-2220268,財務長,84573516,www.cwt.com.tw
安侯建業聯合會計師事務所,"No.12,Nanke 9th Rd,Shanhua Dist.Tainan City, Taiwan R.O.C　　",蘇彥達,陳永祥,張景溢,聯亞,聯亞光電工業股份有限公司,1150904,19970602,20150722,吳雅芳,investor@lmoc.com.tw,(06)5055189,羅淇生,101769004,1017690040,新台幣                 10.0000元,0,2,0,－ ,3081,27,楊吉裕,華南永昌綜合證券(股)公司,台北市松山區民生東路四段54號4樓,(02)27186425,LandMark,(06)5058999,財務長,16022634,https://www.lmoc.com.tw/
勤業眾信聯合會計師事務所,"4F,2,Lane 47,Sec.3,Nangang Rd.Taipei,Taiwan,R.O.C.",劉明賢,李冠豪,王俊博,網龍,中華網龍股份有限公司,1150904,20000328,20031202,江采琳,investment@chinesegamer.net,02-2653-8905,呂學森,86486858,864868580,新台幣                 10.0000元,0,1,0,－ ,3083,32,呂學森,永豐金證券股份有限公司,台北市博愛路十七號三樓,02-2381-6288,CHINESEGAMER,02-2652-2689,總經理,70541704,www.chinesegamer.net
馬施云大華聯合會計師事務所,"6F, No. 15, Ln. 128, Xinhu 1st Rd.,Taipei City, Taiwan R.O.C",吳昆益,吳獻恩,李雲琴,新零售,台鋼新零售股份有限公司,1150904,19940901,20040301,許家豪,michael_hsu@newretail.com.tw,(02)25591518,吳李祺,53581570,535815700,新台幣                 10.0000元,0,1,48581570,－ ,3085,36,李雲琴,台新綜合證券股份有限公司,台北市中山區建國北路一段96號B1,(02)25048125,NEWRETAIL,(02)25596189,董事長,89836340,http://www.newretail.com.tw/
勤業眾信聯合會計師事務所,"6F., No. 39, Ln. 141, Xing'ai Rd., Neihu Dist., Taipei City , TaiwanTaipei, Taiwan",蔡宗遠,周以隆,施書凱,華義*,華義國際數位娛樂股份有限公司,1150904,19930812,20040329,余宣蒂,investment@wayi.com.tw,55590095,施書凱,272710510,272710510,新台幣                  1.0000元,0,1,0,－ ,3086,32,李俊德,台新證券股務代理部,台北市建國北路一段96號B1,02-2504-8125,WAYI　　,55590070,財務長,84453385,www.wayi.net
資誠聯合會計師事務所,"8F., No.55, Nanxing Road, Xizhi DistrictNew Taipei City 221026, Taiwan",馮敏娟,林柏全,楊裕德,艾訊,艾訊股份有限公司,1150904,19900511,20050428,黃士青,skin.huang@axiomtek.com.tw,(02)8646-2555,"吳偉熊, 范奇文",108649017,1086490170,新台幣                 10.0000元,0,1,0,－ ,3088,25,謝宜玲,台新證券股務代理部,台北市建國北路一段96號地下一樓,(02)2504-8125,AXIOMTEK,(02)8646-2111,處長,23718011,http://www.axiomtek.com.tw
安永聯合會計師事務所,"5F-4 NO.66,SEC2.Nan Kan Road.Lu-Chu,Taoyuan,Taiwan,R.O.C",楊弘斌,劉榮進,王藝橋,港建*,台灣港建股份有限公司,1150904,19770614,20050617,周翠霞,sales@tkk.com.tw,03-3524566,廖豐瑩,145155576,362888940,新台幣                  2.5000元,0,1,0,－ ,3093,31,廖豐瑩,永豐金證券股份有限公司,台北市中正區博愛路17號3樓,02-23816288,TKK　,03-3529333,總經理,04655310,www.tkk.com.tw
安侯建業聯合會計師事務所,"NO.111 Chien-Er RdNew Taipei City ,Taiwan ROC",吳佳翰,趙敏如,張正寬,及成,及成企業股份有限公司,1150904,19730323,20050526,周忠賢,jones.chou@chicheng.com.tw,(02)2225-6240,張翠雲,10000000,161800000,新台幣                 10.0000元,6180000,1,1758464,－ ,3095,27,張宏羽,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,(02)6636-5566,CCC,(02)2222-6638,營運總經理,33724081,http://www.chicheng.com.tw
安侯建業會計師事務所,"No.69, Keji 7th Rd., Hwaya Technology ParkGuishan Dist., Taoyuan City, Taiwan",陳雅琳,鄭博仁,陳進財,穩懋,穩懋半導體股份有限公司,1150904,19991016,20111213,陳敬昉,ir@winfoundry.com,03-397-5009,陳國樺,423940384,4239403840,新台幣                 10.0000元,0,1,0,－ ,3105,24,許雅芬,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,WIN　　,03-397-5999,處長,70752257,www.winfoundry.com
安永聯合會計師事務所,"6th Floor, No. 25, Tun Hwa S. Rd., Sec. 1　　Taipei City, Taiwan, R.O.C.",張巧穎,張志銘,陳國鴻,好德,好德科技股份有限公司,1150904,19780923,20040325,王昌惠,spokesman@howteh.com.tw,02-25709888,莊昆霖,65129792,651297920,新台幣                 10.0000元,0,1,0,－ ,3114,28,李昆正,台新綜合證券(股)公司股務代理部,台北市中山區建國北路1段96號B1,(02) 25048125,　　HT,02-25708818,總經理特別助理,20799897,https://www.howteh.com.tw
霈昇聯合會計師事務所,"7F.No.172, Sec.4, Chengde Rd., Shilin Dist.Taipei City 111, Taiwan",林育雅,王新元,承育企業管理顧問有限公司-代表人陳銘寬,富榮綱,富育榮綱股份有限公司,1150904,19920813,20050408,羅&#26187;仁,abin@tscl.com.tw,(02)28820829,羅&#26187;仁,72197615,721976150,新台幣                 10.0000元,0,1,56947044,－ ,3115,28,陳銘寬,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,02-2383-6888,TSC　　,(02)28816777,董事長,86825235,https://www.tscl.com.tw
安侯建業聯合會計師事務所,"No. 80, Lane 169, Kang-Ning, St.,Hsi-Chih Dist., New Taipei  City,TAIWAN, R.O.C.",楊樹芝,陳蓓琪,邱春龍,進階,進階生物科技股份有限公司,1150904,19891207,20080521,李奕嫺,pr@mail.level.com.tw,02-26950403,葉家賢,32452860,324528600,新台幣                 10.0000元,0,2,0,－ ,3118,22,邱春龍,元大證券股份有限公司,106臺北市大安區敦化南路2段67號地下一樓,(02)2586-5859,LEVEL,02-26959935,董事長,23348952,www.level.com.tw
勤業眾信聯合會計師事務所,"7F-1, No. 8, Taiyuan 1st St., Jhubei City, Hsinchu County 30288,Hsin-Chu County, Taiwan　　",蔡美貞,林心彤,鍾富瑋,笙泉,笙泉科技股份有限公司,1150904,19990621,20150126,高源聰,sholder@megawin.com.tw,03-5601510,鍾富瑋,40764826,407648260,新台幣                 10.0000元,0,1,0,－ ,3122,24,廖崇榮,群益金鼎證券(股)公司股務代理部,台北市大安區敦化南路二段97號B2,02-2702-3999,Megawin　,03-5601501,副總經理,16945166,www.megawin.com.tw
勤業眾信聯合會計師事務所,NO. 673 CHANG SHING ROAD　　PA TE CITY TAOYUAN TAIWAN R.O.C.,尤盟貴,張耿禧,江添貴,昇銳,昇銳智慧科技股份有限公司,1150904,19870923,20060904,鄭忠恕,fred@hisharp.com.tw,03-3658688,蕭哲彥,47317489,473174890,新台幣                 10.0000元,0,1,0,－ ,3128,26,蕭哲彥,群益金鼎證券股份有限公司,台北市敦化南路二段97號地下二樓,02-27023999,HI SHARP,03-3653121,總經理,22601576,www.hisharp.com
資誠聯合會計師事務所,"No.89, Sec. 6, Zhonghua Rd., Xiangshan Dist.,Hsinchu City 30095, Taiwan (R.O.C.)",李典易,蔣承翰,張鴻泰,弘塑,弘塑科技股份有限公司,1150904,19930507,20110117,張鴻泰,invest@gptc.com.tw,03-5183560,鍾時俊,29258927,292589270,新台幣                 10.0000元,0,1,0,－ ,3131,24,梁勝銓,群益金鼎證券股份有限公司,106台北市大安區敦化南路二段97號B2,02-2702-3999,GPTC,03-5183030,副總經理,84355899,https://www.gptc.com.tw/
